PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P00741,Anna Nagar,1616,26-08-2013,76,1,1,4,AdjLand,Yes,28-08-2004,Others,NoSeWa,Paved,RM,3.4,4.3,4.4,4.025,484216,132059,14673210
P06811,Chrompet,1015,16-05-2009,25,1,1,3,Normal Sale,No,19-05-1998,House,NoSewr ,No Access,RM,2.6,2.8,5,3.4,235039,142702,8394250
P08253,Velachery,1769,8/3/2008,50,2,1,4,AbNormal,Yes,10/3/2001,House,ELO,Gravel,A,3.5,3.6,5,4,341756,143897,8993590
P08250,Chrompet,1264,9/3/2008,44,2,1,4,AdjLand,Yes,11/3/2001,House,NoSeWa,No Access,RH,2.6,3.5,3.4,3.2,302485,160695,9452650
P09863,Velachery,1941,20-01-2005,85,3,2,5,AbNormal,Yes,22-01-1997,House,ELO,No Access,RH,2,2.8,5,3.26,343222,90853,10094760
P07358,Chrompet,1269,10/12/2008,0,2,1,4,Family,No,20-12-1969,Others,AllPub,No Access,RH,3.1,2,2.4,2.45,267212,116905,8350380
P04323,Karapakkam,1650,22-09-2010,110,2,2,4,Partial,Yes,27-09-1991,Others,AllPub,Gravel,I,3.2,2.7,3.1,3.01,371520,213624,9288000
P06632,T Nagar,1639,10/7/2009,140,1,1,4,Family,Yes,20-07-1969,Others,NoSewr ,Gravel,RL,4.4,2.7,3.2,3.435,546721,150348,13668020
P09987,Velachery,1939,12/5/2004,196,3,2,5,Family,No,16-05-1988,Commercial,AllPub,No Access,I,2.8,4.6,3.1,3.7,533256,201772,14412320
P09891,Velachery,1908,24-11-2004,144,3,2,5,Partial,Yes,4/12/1964,Commercial,NoSewr ,No Access,RM,5,3.8,2.6,3.74,583999,275777,16222200
P09358,Chrompet,1142,7/1/2007,131,1,1,3,AbNormal,Yes,9/1/1999,Others,NoSewr ,Gravel,RM,2.2,3.3,4.9,3.45,338069,128233,11657540
P08164,Chrompet,949,4/4/2008,163,1,1,3,Normal Sale,Yes,12/4/1979,Others,ELO,Paved,RH,2.4,2.3,2.4,2.36,278681,92894,8444880
P06485,Chrompet,787,9/8/2009,57,1,1,2,AdjLand,No,15-08-1986,Commercial,AllPub,No Access,RL,3.8,3.3,3.8,3.6,260771,30089,10029650
P02604,Karapakkam,1316,3/9/2011,183,1,1,3,Family,Yes,11/9/1979,Commercial,ELO,Paved,A,2.6,2.6,2.6,2.6,300696,106128,8844000
P06983,KK Nagar,2060,1/4/2009,197,3,2,5,Family,Yes,8/4/1980,Commercial,AllPub,Gravel,RM,2.5,3.7,2.5,2.86,883743,396783,18035580
P01331,Chrompet,976,3/8/2012,44,1,1,3,Partial,No,5/8/2005,Others,NoSeWa,Paved,RM,3.5,4.1,2.8,3.53,254866,154740,9102370
P02195,Karapakkam,1357,17-11-2011,34,2,2,4,AbNormal,No,21-11-1994,Commercial,NoSewr ,Paved,RL,2.2,4.7,4.7,3.95,414391,235195,11199750
P07242,KK Nagar,2428,9/1/2009,48,4,2,6,Normal Sale,No,11/1/2003,Commercial,AllPub,Gravel,RH,3.2,2.1,4.9,3.55,783633,223895,18657920
P08829,Chrompet,1201,2/8/2007,87,2,1,4,AbNormal,No,6/8/1991,Commercial,NoSeWa,Gravel,RM,4.3,2.9,3.9,3.62,468723,234362,14647600
P09825,Velachery,1634,19-04-2005,198,2,1,4,Normal Sale,Yes,23-04-1988,House,ELO,No Access,RH,4.3,3.1,4.3,3.76,278316,179559,8977940
P03331,Adyar,1097,12/4/2011,131,1,1,3,AdjLand,No,16-04-1992,Commercial,ELO,Gravel,I,2.3,3.7,4.8,3.83,515139,115906,12878485
P06215,Anna Nagar,1542,5/10/2009,52,1,1,4,Partial,Yes,11/10/1987,Others,NoSeWa,No Access,RH,3.6,3,3.1,3.25,331870,80107,11443800
P03780,Adyar,795,12/1/2011,9,1,1,2,Family,Yes,19-01-1981,Others,NoSeWa,No Access,C,4.8,2.5,4.1,3.99,193854,37520,6253350
P06602,Velachery,1656,16-07-2009,53,2,1,4,AdjLand,No,28-07-1963,Commercial,NoSewr ,Paved,RH,2.4,2.7,2.3,2.51,404114,188587,13470470
P01958,Karapakkam,1173,8/1/2012,143,1,1,3,Partial,No,13-01-1992,Commercial,ELO,Paved,A,3.9,2.3,3.9,3.42,356818,58256,7282000
P08578,Chrompet,999,2/11/2007,118,1,1,3,AbNormal,Yes,9/11/1976,Commercial,NoSeWa,No Access,RH,4.2,4.7,4.2,4.4,287166,126353,11486650
P06774,Chrompet,1002,29-05-2009,132,1,1,3,AdjLand,Yes,5/6/1983,Others,NoSeWa,Paved,RH,5,4.7,3.2,4.34,269568,102250,9295440
P08249,Velachery,1873,10/3/2008,178,3,2,5,AbNormal,Yes,20-03-1969,House,AllPub,Gravel,RL,3.1,4.6,3.6,3.93,353261,91164,11395530
P02157,Karapakkam,670,27-11-2011,198,1,1,2,AdjLand,No,2/12/1988,Commercial,NoSeWa,Gravel,A,2.2,3.6,2.7,2.82,193741,91172,5698250
P05801,KK Nagar,1355,20-12-2009,58,2,1,4,Family,No,26-12-1987,Commercial,NoSewr ,Gravel,RM,3.3,3.8,2,2.93,571887,116977,12997440
P05529,KK Nagar,1942,8/2/2010,182,3,2,5,Normal Sale,Yes,14-02-1988,Commercial,AllPub,Gravel,RH,2.6,4.3,2.4,3.03,757649,131765,16470640
P08202,KK Nagar,2225,24-03-2008,65,4,2,6,Partial,No,26-03-2001,House,NoSewr ,Paved,RH,2.1,4.1,3.7,3.34,371201,82489,10311140
P03335,KK Nagar,1540,12/4/2011,24,2,1,4,AbNormal,No,14-04-2002,House,AllPub,Paved,RH,2.6,3.6,3.1,3.1,272678,93733,8521180
P01316,Anna Nagar,1677,13-08-2012,119,1,1,4,Partial,Yes,15-08-2007,House,NoSeWa,No Access,RH,4.4,3.8,2.1,3.33,363866,90966,11370800
P05480,KK Nagar,2453,17-02-2010,165,4,2,6,Family,Yes,19-02-2004,Others,AllPub,Paved,RL,3.2,2.7,3.4,3.13,499204,318936,13866780
P02653,Adyar,1248,26-08-2011,157,2,2,4,Normal Sale,No,1/9/1984,Others,AllPub,Paved,RM,3.3,4.7,2.2,3.03,342587,22102,11051205
P00655,Chrompet,1290,5/11/2013,168,2,1,4,Partial,No,7/11/2004,Others,NoSewr ,Paved,RH,5,2.2,4.6,3.76,255124,75592,9449050
P05607,Adyar,854,26-01-2010,54,1,1,3,Normal Sale,Yes,4/2/1976,Commercial,NoSeWa,Gravel,RH,4.9,2.4,2.4,3.15,441832,71648,11941410
P04427,Karapakkam,1080,2/9/2010,48,1,1,3,Partial,No,6/9/1995,House,AllPub,No Access,RH,5,3.3,4.9,4.45,191771,92980,5811250
P07217,Chrompet,704,18-01-2009,43,1,1,2,AbNormal,No,22-01-1994,House,AllPub,Gravel,RM,2.9,4.3,2.1,3.22,213446,57466,8209450
P03020,Karapakkam,525,13-06-2011,21,1,1,2,AdjLand,No,15-06-2003,Others,NoSeWa,No Access,A,3.9,2.3,4.9,3.82,114011,52383,3081375
P09823,Velachery,1837,22-04-2005,20,3,2,5,AdjLand,No,25-04-1993,House,NoSeWa,No Access,RM,3.8,2.4,2.3,2.72,398051,122477,10206440
P04883,KK Nagar,2284,11/6/2010,114,4,2,6,Partial,No,14-06-1996,Commercial,NoSeWa,Gravel,RM,3.4,2.8,4.3,3.58,752460,183527,18352680
P09175,Chrompet,876,9/3/2007,43,1,1,3,Normal Sale,No,15-03-1983,House,ELO,No Access,RM,3.2,5,2.5,3.71,231967,119725,7482800
P07571,Chrompet,813,29-09-2008,107,1,1,3,Partial,Yes,7/10/1977,Commercial,NoSewr ,Paved,RH,2.9,4.8,4,3.99,336386,73584,10512050
P06247,Karapakkam,1246,29-09-2009,83,1,1,3,Normal Sale,Yes,7/10/1979,Commercial,NoSeWa,No Access,A,2.2,3.8,2.5,2.8,251178,170153,8102500
P04320,KK Nagar,1410,23-09-2010,19,2,1,4,Normal Sale,Yes,29-09-1984,House,NoSewr ,Gravel,RL,3,3.5,2.2,2.83,353611,88403,9822520
P00604,T Nagar,1962,4/12/2013,164,2,1,5,AdjLand,No,15-12-1970,Others,NoSewr ,Paved,RL,3.2,2.3,4.3,3.47,474046,215475,14365020
P05997,Anna Nagar,1710,13-11-2009,59,1,1,4,Partial,No,18-11-1989,House,ELO,No Access,RL,2.3,3.7,3.6,3.17,301591,75398,10771100
P09204,Chrompet,867,25-02-2007,139,1,1,3,Normal Sale,No,2/3/1987,Commercial,NoSewr ,No Access,RM,5,3,3.4,3.72,285849,32983,10994200
P02600,Velachery,1727,4/9/2011,14,2,1,4,AbNormal,Yes,13-09-1975,Commercial,AllPub,Paved,RL,4.2,3.3,4,3.74,513631,295727,15564570
P06199,Karapakkam,1101,6/10/2009,99,1,1,3,Family,No,8/10/2003,House,ELO,No Access,A,3.1,2,4.1,3.17,138180,55272,3948000
P09544,Anna Nagar,1721,18-10-2006,171,1,1,4,AbNormal,No,26-10-1975,Others,ELO,No Access,RH,2.3,3.6,2.3,2.625,373817,90622,11327800
P07320,Anna Nagar,1623,21-12-2008,183,1,1,4,AdjLand,Yes,29-12-1979,House,AllPub,No Access,RM,4.2,3.1,4,3.845,323228,116362,12929130
P00716,Anna Nagar,1684,21-09-2013,5,1,1,4,AdjLand,Yes,2/10/1971,House,NoSeWa,Paved,RL,3.4,2.9,3.4,3.275,416027,100855,12606890
P02011,Anna Nagar,1671,27-12-2011,20,1,1,4,Family,Yes,30-12-1997,Commercial,NoSewr ,No Access,RH,3.7,4.3,4.3,4.09,538489,167117,18568580
P08915,Chrompet,1279,21-06-2007,56,2,1,4,Family,Yes,30-06-1969,Others,ELO,No Access,RH,5,4.2,4.1,4.41,298027,27940,9313330
P05267,KK Nagar,1737,29-03-2010,173,2,1,4,AdjLand,No,3/4/1991,Commercial,NoSewr ,Paved,RM,4.8,3.4,2.9,3.62,670850,137219,15246580
P01151,Anna Nagar,1719,27-11-2012,62,1,1,4,AdjLand,No,5/12/1981,Commercial,NoSewr ,Gravel,RH,3.2,2.1,2.5,2.645,668856,229322,19110170
P09568,Velachery,1543,28-09-2006,42,2,1,4,AbNormal,Yes,9/10/1963,Others,ELO,Paved,C,4.9,2.9,4.2,3.79,284890,117308,8379110
P03379,KK Nagar,1650,6/4/2011,72,2,1,4,AdjLand,No,8/4/2003,Commercial,NoSewr ,Gravel,RL,3.2,4,5,4.16,537018,268509,14917160
P07542,KK Nagar,2454,10/10/2008,184,4,2,6,AbNormal,Yes,15-10-1988,Commercial,NoSeWa,Gravel,RL,3.8,2.7,2.8,3.07,852466,475795,19824800
P09779,Velachery,1631,19-08-2005,26,2,1,4,Partial,No,22-08-1993,Commercial,ELO,Paved,I,4.9,4,2.9,3.9,471628,203947,12746690
P02641,Anna Nagar,1823,29-08-2011,94,2,1,5,Normal Sale,No,31-08-2003,Others,AllPub,Gravel,RM,3.1,3.5,4.6,3.8,409894,273263,15181250
P02251,KK Nagar,1879,6/11/2011,45,3,2,5,AbNormal,No,10/11/1995,Others,AllPub,Paved,RM,2.6,4.2,2.6,3.08,515012,137336,11444700
P02404,Chrompet,862,11/10/2011,124,1,1,3,Partial,No,16-10-1991,House,ELO,No Access,RM,3.2,3,3.5,3.21,208353,86215,7184600
P07200,Chrompet,1197,23-01-2009,29,1,1,3,Family,No,30-01-1981,House,ELO,No Access,RM,2,2.9,3.2,2.72,260902,109411,8416200
P01907,Karapakkam,1187,16-01-2012,60,1,1,3,Family,Yes,23-01-1984,Commercial,NoSewr ,Gravel,RM,2,3.9,4.6,3.61,532532,302575,12103000
P03113,Karapakkam,1409,24-05-2011,116,2,2,4,Normal Sale,Yes,27-05-1996,Others,ELO,Gravel,RH,3.8,3.1,4.8,3.99,409470,130286,9306125
P06273,Velachery,1696,24-09-2009,110,2,1,4,Normal Sale,No,5/10/1964,Others,NoSeWa,No Access,RL,4.6,2.3,2.2,2.85,303588,133936,8929050
P02954,Karapakkam,1075,23-06-2011,46,1,1,3,AbNormal,No,24-06-2005,Commercial,NoSeWa,Paved,RM,3,2.9,3.9,3.33,474191,257713,10308500
P04462,Chrompet,1113,26-08-2010,160,1,1,3,AdjLand,Yes,29-08-1997,Commercial,NoSewr ,Gravel,RH,2.1,2.6,3.8,2.81,436410,183011,14077750
P07555,Adyar,1027,4/10/2008,14,1,1,3,AbNormal,Yes,6/10/2000,Commercial,AllPub,No Access,A,2.9,3.2,3.8,3.41,352257,99072,11008020
P01818,Chrompet,777,2/2/2012,59,1,1,2,Family,No,5/2/1998,Others,NoSewr ,Gravel,RH,2.4,4.2,4.8,3.84,242483,128819,7577590
P01521,Karapakkam,1657,25-03-2012,81,2,2,4,AdjLand,No,2/4/1983,House,ELO,No Access,RH,4.5,2.9,4.2,3.9,283891,72793,7279250
P04758,Karapakkam,1681,3/7/2010,2,2,2,4,AdjLand,Yes,15-07-1963,Others,AllPub,Gravel,A,2.9,2,4.4,3.23,394758,205603,8224125
P07129,Adyar,1061,12/2/2009,75,1,1,3,AdjLand,No,20-02-1978,House,NoSeWa,Gravel,RL,2.8,4,3.8,3.54,338795,141164,9410965
P03014,Karapakkam,1301,14-06-2011,40,1,1,3,Normal Sale,No,22-06-1978,Others,AllPub,No Access,RH,3.7,4.1,3.7,3.82,308206,140703,6700125
P06999,Chrompet,762,28-03-2009,133,1,1,2,Family,Yes,2/4/1990,Others,AllPub,Gravel,RL,2.5,2.1,2.4,2.31,252022,126011,9000790
P03639,Karapakkam,1046,9/2/2011,175,1,1,3,Family,No,20-02-1966,House,NoSeWa,Gravel,A,5,3.3,4.8,4.41,159579,57626,4432750
P06853,KK Nagar,2423,6/5/2009,164,4,2,6,Family,Yes,13-05-1982,Commercial,AllPub,Gravel,RL,3.7,3,2.4,2.97,981117,451314,19622340
P07813,Chrompet,940,24-07-2008,160,1,1,3,AbNormal,No,2/8/1974,Commercial,ELO,No Access,RL,2.6,4.4,3,3.44,292418,167096,10443500
P09953,Velachery,1971,13-07-2004,150,3,2,5,AdjLand,Yes,22-07-1968,Commercial,ELO,Gravel,RM,3,2.4,3.4,2.85,545137,363424,18171220
P00707,Chrompet,851,2/10/2013,7,1,1,3,Family,Yes,4/10/2005,Commercial,NoSewr ,Paved,RM,5,3.1,2.7,3.55,326565,200963,12560200
P04525,Velachery,1867,14-08-2010,160,3,2,5,Normal Sale,No,16-08-2000,House,AllPub,Gravel,C,3.3,2.2,4.4,3.14,320112,192067,9146050
P01580,Anna Nagar,1858,15-03-2012,18,2,1,5,Normal Sale,Yes,20-03-1993,House,NoSewr ,Paved,RL,2.1,4.1,5,3.76,384148,137196,13719580
P04356,Karapakkam,1176,16-09-2010,178,1,1,3,AbNormal,No,28-09-1962,Others,AllPub,Gravel,I,4.1,4.2,4.3,4.21,271666,106016,6626000
P02927,Adyar,1144,28-06-2011,81,1,1,3,Partial,Yes,2/7/1993,House,AllPub,No Access,RH,4.3,2.1,3.1,3.26,305818,96114,8737670
P01833,Karapakkam,719,30-01-2012,156,1,1,2,Normal Sale,No,2/2/2000,Commercial,AllPub,No Access,C,2.5,2.8,3.1,2.83,265872,121858,5539000
P07834,KK Nagar,1308,19-07-2008,197,1,1,3,Partial,Yes,23-07-1993,Commercial,NoSeWa,Paved,RH,4.5,3.2,4,3.91,569333,213500,11861100
P01062,Chrompet,1096,16-01-2013,179,1,1,3,AdjLand,Yes,26-01-1973,Others,NoSewr ,Gravel,RH,3.4,4.8,3.7,4.05,261033,90357,10039720
P04075,T Nagar,1881,13-11-2010,140,2,1,5,Normal Sale,Yes,24-11-1967,Commercial,ELO,Paved,RL,2.1,2.4,3.6,2.85,611255,337244,21077760
P09276,Anna Nagar,1601,5/2/2007,142,1,1,4,AdjLand,Yes,13-02-1974,Commercial,ELO,Paved,RL,2.7,3.5,4.9,3.78,708471,134035,19147860
P09746,Velachery,1638,1/10/2005,133,2,1,4,Partial,No,9/10/1972,Commercial,AllPub,No Access,RM,3.4,3.3,3.8,3.48,534842,164567,13713910
P05360,Karapakkam,1538,10/3/2010,119,2,2,4,Partial,No,11/3/2005,House,NoSeWa,Gravel,I,3,2.2,4.6,3.4,334969,89325,7443750
P05596,Chrompet,724,28-01-2010,36,1,1,2,Family,No,4/2/1983,Others,ELO,Paved,RL,3,4.2,3.8,3.72,204007,84417,7034730
P09353,Velachery,1692,7/1/2007,145,2,1,4,Partial,No,16-01-1972,Others,ELO,Paved,RH,2.6,2.4,4.3,3.02,344772,88403,8840300
P02607,KK Nagar,1650,3/9/2011,192,2,1,4,AdjLand,No,7/9/1993,Commercial,AllPub,Gravel,RH,3.1,5,4.9,4.39,627676,256776,14265360
P05905,Karapakkam,1089,1/12/2009,160,1,1,3,Partial,Yes,3/12/2003,House,ELO,Gravel,RL,3.7,4.7,4.6,4.36,253170,109707,8439000
P04851,Velachery,1528,18-06-2010,180,2,1,4,Family,Yes,1/7/1958,House,NoSewr ,Paved,RH,3.9,3.2,3.3,3.41,311169,138297,8643590
P07137,T Nagar,1512,10/2/2009,163,1,1,4,AbNormal,Yes,20-02-1972,House,AllPub,No Access,RL,3.4,2.3,3.8,3.305,295274,204420,11356690
P02976,KK Nagar,1790,20-06-2011,13,3,2,5,Partial,No,23-06-1997,Commercial,NoSewr ,Gravel,RL,3.8,5,2.2,3.52,584426,239764,14985280
P07864,Adyar,711,9/7/2008,63,1,1,2,Partial,Yes,15-07-1987,Commercial,AllPub,No Access,C,2.8,3,2.8,2.84,268634,109133,8394815
P01614,Chrompet,1174,9/3/2012,51,1,1,3,AdjLand,No,14-03-1993,House,NoSeWa,Gravel,RL,4.6,4.6,3.8,4.36,279057,125094,9622650
P02087,Karapakkam,866,12/12/2011,111,1,1,2,AbNormal,Yes,21-12-1973,Commercial,AllPub,Paved,RM,2.8,2.8,2.1,2.52,447971,136339,9738500
P01543,Adyar,1082,21-03-2012,64,1,1,3,AbNormal,Yes,28-03-1984,Commercial,NoSewr ,Gravel,RM,4.4,2.4,3.2,3.4,502993,106696,15242220
P05674,Karapakkam,684,14-01-2010,123,1,1,2,Partial,Yes,18-01-1996,House,AllPub,Paved,A,3.6,2.9,2.5,2.95,171191,70232,4389500
P01091,Chrompet,913,1/1/2013,59,1,1,3,Partial,Yes,11/1/1974,Commercial,ELO,No Access,RM,4,4.8,3.5,4.17,347912,57985,11597050
P06354,Karapakkam,624,7/9/2009,94,1,1,2,Family,Yes,19-09-1960,Others,ELO,Paved,RL,4.5,4.3,2.2,3.52,282429,67537,6139750
P02010,Chrompet,762,27-12-2011,166,1,1,2,Partial,No,6/1/1972,House,NoSeWa,No Access,RM,2,5,5,4.1,207603,71364,6487600
P09866,Velachery,1722,18-01-2005,155,2,1,4,Family,No,29-01-1963,Others,ELO,Paved,RL,3.3,3.4,2.2,3.02,372270,85909,9545390
P09108,Adyar,1223,4/4/2007,88,2,2,4,AbNormal,No,10/4/1981,House,ELO,Gravel,I,4.3,4,4,4.09,267744,69095,8636890
P02393,KK Nagar,1822,14-10-2011,62,3,2,5,Partial,Yes,20-10-1985,Commercial,AllPub,Paved,RL,4.2,2.1,2.8,3.01,620229,248092,15505720
P00558,Anna Nagar,1793,6/1/2014,146,1,1,4,Partial,No,15-01-1980,Others,NoSeWa,Gravel,RL,4.3,3.3,4.8,4.25,450955,212214,13263370
P07795,Velachery,1742,30-07-2008,147,2,1,4,Partial,No,10/8/1966,Commercial,NoSeWa,Gravel,C,4.8,3.4,4.1,3.96,487709,231020,12834440
P03943,KK Nagar,1990,8/12/2010,192,3,2,5,AbNormal,Yes,10/12/2002,Others,AllPub,Paved,RH,3.1,2.8,4.2,3.45,506581,153152,11780960
P03628,Karapakkam,614,11/2/2011,66,1,1,2,Normal Sale,No,16-02-1989,House,ELO,Paved,RH,3.1,4.9,3.1,3.64,175590,48775,4877500
P05652,Karapakkam,1654,17-01-2010,188,2,2,4,Normal Sale,No,24-01-1982,House,NoSeWa,No Access,RL,3.1,2.6,2.6,2.75,309099,75390,7539000
P04959,Adyar,1231,27-05-2010,139,2,2,4,Family,Yes,5/6/1974,Others,ELO,No Access,RM,3.6,4.4,4.8,4.36,379447,97572,10841340
P06700,Chrompet,802,20-06-2009,182,1,1,3,AbNormal,Yes,23-06-1999,Commercial,ELO,No Access,RL,2.3,2.2,3.7,2.68,311944,150594,10756700
P08715,T Nagar,1984,12/9/2007,5,2,1,5,AdjLand,No,22-09-1965,House,NoSeWa,No Access,RM,2.6,4.7,3.4,3.485,341770,197175,13144990
P02184,Chrompet,868,22-11-2011,156,1,1,3,Normal Sale,Yes,26-11-1995,Others,NoSewr ,Paved,RL,2.5,2.9,4.7,3.32,276485,147459,9216160
P05650,KK Nagar,1445,18-01-2010,113,2,1,4,Family,No,23-01-1992,Others,AllPub,Gravel,RL,4,3.7,2.6,3.35,426591,155124,9695260
P08806,Chrompet,888,12/8/2007,125,1,1,3,AdjLand,No,17-08-1987,House,AllPub,Gravel,RL,3.4,4.1,3.5,3.71,243281,139018,8688600
P08371,Chrompet,1052,26-01-2008,45,1,1,3,Normal Sale,Yes,3/2/1973,Others,ELO,No Access,RL,3.1,2.9,3,2.99,283632,44317,8863490
P02897,Chrompet,703,3/7/2011,145,1,1,2,Normal Sale,Yes,12/7/1972,Commercial,NoSewr ,Gravel,RM,4.3,2.2,2.5,2.92,339632,101889,11321050
P04979,Karapakkam,1034,23-05-2010,13,1,1,3,Partial,Yes,31-05-1976,Others,AllPub,Gravel,RM,4,2.7,4.7,3.89,289000,207719,9031250
P00346,T Nagar,1561,20-06-2014,8,1,1,4,Partial,Yes,1/7/1969,House,NoSewr ,Paved,RM,3.9,3.4,3.8,3.73,377902,170666,12190400
P02492,Anna Nagar,1554,24-09-2011,196,1,1,4,Normal Sale,No,30-09-1987,Commercial,NoSewr ,Gravel,RL,2.5,2.2,2.6,2.465,525545,108733,18122230
P02941,Adyar,1089,25-06-2011,18,1,1,3,AdjLand,Yes,1/7/1984,House,NoSeWa,No Access,C,3.2,4.4,2.6,3.14,293495,45153,7525505
P00806,Chrompet,885,10/7/2013,106,1,1,3,AbNormal,Yes,19-07-1977,House,ELO,Paved,RL,3.9,2.9,3.8,3.47,222183,32916,8229000
P03345,KK Nagar,1689,11/4/2011,3,2,1,4,Normal Sale,No,14-04-1996,Others,NoSeWa,Gravel,RH,2.1,4,5,3.83,405772,207834,9896880
P06422,Karapakkam,782,22-08-2009,124,1,1,2,AdjLand,Yes,30-08-1979,House,AllPub,Gravel,C,2.9,2.2,2.6,2.57,227639,107829,5990500
P01116,Anna Nagar,1837,14-12-2012,66,2,1,5,AdjLand,Yes,25-12-1969,Commercial,AllPub,Gravel,RM,2.3,3.5,4.9,3.64,673952,314511,22465060
P05312,Chrompet,1121,20-03-2010,127,1,1,3,AbNormal,No,25-03-1990,House,ELO,No Access,RM,4,4.1,4.9,4.31,281054,42584,8516800
P08070,KK Nagar,1974,5/5/2008,199,3,2,5,Partial,Yes,8/5/1999,Commercial,NoSewr ,Paved,RH,3.4,2.5,3.8,3.29,751181,367599,15982580
P01109,Chrompet,704,19-12-2012,169,1,1,2,AbNormal,No,24-12-1994,Others,NoSeWa,Paved,RL,4.7,2.1,2.3,2.94,229663,122009,7176980
P02388,Karapakkam,1412,14-10-2011,84,2,2,4,Partial,No,24-10-1970,Others,NoSeWa,Gravel,RM,3.5,4.6,2,3.23,368939,114195,8784250
P00031,Chrompet,1237,31-01-2015,17,2,1,4,Partial,No,8/2/1982,Others,ELO,Gravel,RL,4.7,2.1,2.2,2.91,317871,28897,9632440
P05163,KK Nagar,1549,17-04-2010,121,2,1,4,Partial,No,23-04-1984,Commercial,AllPub,Gravel,RL,2.7,4.3,4.6,3.94,659536,107679,13459920
P01059,Chrompet,968,18-01-2013,52,1,1,3,AbNormal,No,25-01-1987,House,AllPub,No Access,RL,4.2,4.9,4.9,4.69,211229,52807,7543900
P06639,Velachery,1500,9/7/2009,191,2,1,4,AdjLand,Yes,17-07-1978,House,NoSeWa,Gravel,I,2,3.7,2.5,2.92,311823,91713,9171270
P07677,KK Nagar,1784,5/9/2008,162,3,2,5,Partial,Yes,7/9/2001,Commercial,AllPub,Paved,RL,3.1,2.1,4.5,3.36,549099,125508,15688540
P04362,Anna Nagar,1952,16-09-2010,163,2,1,5,AdjLand,Yes,19-09-1998,Commercial,AllPub,No Access,RH,4.6,2.5,4,3.835,629036,238600,21690890
P02828,Adyar,1135,18-07-2011,174,1,1,3,AdjLand,Yes,24-07-1986,Others,NoSeWa,No Access,A,2.4,2.3,3.7,3.03,311567,85681,7789175
P01173,T Nagar,1973,14-11-2012,80,2,1,5,Normal Sale,Yes,21-11-1984,House,AllPub,No Access,RL,2.9,4,3.4,3.4,517338,68071,13614160
P05895,Chrompet,982,3/12/2009,193,1,1,3,AbNormal,No,9/12/1986,House,ELO,Gravel,RH,2.9,4.2,3.3,3.54,247259,131356,7726850
P06463,KK Nagar,2178,13-08-2009,188,3,2,5,Normal Sale,No,16-08-1999,Commercial,NoSeWa,Gravel,RH,3.3,4.5,2.3,3.26,756135,386469,16803000
P09154,Anna Nagar,1793,17-03-2007,123,1,1,4,AbNormal,No,22-03-1985,Others,NoSewr ,Paved,RL,5,4.8,2.4,3.91,468851,93770,13395730
P06776,Velachery,1769,28-05-2009,162,2,1,4,AbNormal,No,1/6/1993,House,NoSewr ,No Access,A,4.6,4.4,4.6,4.51,255538,69064,6906420
P01474,Chrompet,918,14-04-2012,7,1,1,3,Partial,Yes,18-04-1999,Others,ELO,Paved,RH,2.2,4.7,4.2,3.8,228890,76297,8477410
P09275,T Nagar,1914,5/2/2007,136,2,1,5,Family,No,7/2/1999,Others,AllPub,No Access,RM,3.9,5,4.2,4.31,419250,144569,14456880
P05665,Karapakkam,824,15-01-2010,88,1,1,2,AdjLand,Yes,22-01-1984,House,ELO,Paved,RH,3.2,3.8,5,4.1,260189,100073,6671500
P07347,Chrompet,1249,13-12-2008,100,2,1,4,Normal Sale,No,21-12-1977,Others,AllPub,Paved,RL,3.6,4.3,2,3.4,324502,59000,9833380
P05184,KK Nagar,1755,14-04-2010,117,2,1,4,Family,No,21-04-1980,House,NoSewr ,Gravel,RL,3.7,4.1,3.2,3.62,337246,96356,9635600
P04890,Velachery,1693,9/6/2010,163,2,1,4,AdjLand,Yes,11/6/2000,Commercial,AllPub,No Access,RH,4.6,2,4,3.25,477622,149257,14925700
P02598,Karapakkam,707,4/9/2011,126,1,1,2,Normal Sale,No,11/9/1983,House,ELO,Paved,A,4.4,2.8,3,3.36,114210,25380,3172500
P09997,Velachery,1677,12/4/2004,137,2,1,4,AdjLand,Yes,19-04-1978,Others,NoSewr ,Paved,C,4.7,3.3,2,3.26,375678,134859,9632770
P02542,KK Nagar,1954,14-09-2011,116,3,2,5,Normal Sale,Yes,16-09-2000,House,NoSeWa,Gravel,RM,4,4.5,4.4,4.31,544430,185601,12373420
P05172,Karapakkam,1224,15-04-2010,63,1,1,3,AbNormal,No,27-04-1961,Commercial,AllPub,No Access,C,4.4,4.5,4.1,4.31,243416,106495,7606750
P00561,T Nagar,1931,4/1/2014,42,2,1,5,Normal Sale,Yes,14-01-1976,Commercial,AllPub,Paved,RL,3.4,3.5,3.4,3.425,790593,373335,21960910
P07381,KK Nagar,1726,2/12/2008,112,2,1,4,AdjLand,No,9/12/1980,Commercial,NoSeWa,Paved,RM,4.8,3.8,5,4.58,554636,299803,14990160
P08345,Adyar,800,6/2/2008,48,1,1,2,Partial,No,14-02-1975,House,NoSewr ,Gravel,C,2.5,2.7,4.9,3.74,197853,58192,5819195
